abs	[#number#]abs(<#mixed $number#>)
socket_create_pair	[#bool#]socket_create_pair(<#int $domain#>,<#int $type#>,<#int $protocol#>,<#array &$fd#>)
socket_create	[#resource#]socket_create(<#int $domain#>,<#int $type#>,<#int $protocol#>)
socket_get_option	[#mixed#]socket_get_option(<#resource $socket#>,<#int $level#>,<#int $optname#>)
socket_getpeername	[#bool#]socket_getpeername(<#resource $socket#>,<#string &$address#>,<#int &$port#>)
socket_getsockname	[#bool#]socket_getsockname(<#resource $socket#>,<#string &$addr#>,<#int &$port#>)
socket_import_stream	[#resource#]socket_import_stream(<#resource $stream#>)
socket_last_error	[#int#]socket_last_error(<#resource $socket#>)
socket_listen	[#bool#]socket_listen(<#resource $socket#>,<#int $backlog#>)
socket_read	[#string#]socket_read(<#resource $socket#>,<#int $length#>,<#int $type#>)
socket_recvfrom	[#int#]socket_recvfrom(<#resource $socket#>,<#string &$buf#>,<#int $len#>,<#int $flags#>,<#string &$name#>,<#int &$port#>)
socket_recv	[#int#]socket_recv(<#resource $socket#>,<#string &$buf#>,<#int $len#>,<#int $flags#>)
socket_recvmsg	[#int#]socket_recvmsg(<#resource $socket#>,<#string $message#>,<#int $flags#>)
socket_select	[#int#]socket_select(<#array &$read#>,<#array &$write#>,<#array &$except#>,<#int $tv_sec#>,<#int $tv_usec#>)
socket_send	[#int#]socket_send(<#resource $socket#>,<#string $buf#>,<#int $len#>,<#int $flags#>)
socket_sendmsg	[#int#]socket_sendmsg(<#resource $socket#>,<#array $message#>,<#int $flags#>)
socket_sendto	[#int#]socket_sendto(<#resource $socket#>,<#string $buf#>,<#int $len#>,<#int $flags#>,<#string $addr#>,<#int $port#>)
socket_set_block	[#bool#]socket_set_block(<#resource $socket#>)
socket_set_nonblock	[#bool#]socket_set_nonblock(<#resource $socket#>)
socket_set_option	[#bool#]socket_set_option(<#resource $socket#>,<#int $level#>,<#int $optname#>,<#mixed $optval#>)
socket_shutdown	[#bool#]socket_shutdown(<#resource $socket#>,<#int $how#>)
socket_strerror	[#string#]socket_strerror(<#int $errno#>)
socket_write	[#int#]socket_write(<#resource $socket#>,<#string $buffer#>,<#int $length#>)
solr_get_version	[#string#]solr_get_version()
sort	[#bool#]sort(<#array &$array#>,<#int $sort_flags#>)
soundex	[#string#]soundex(<#string $str#>)
spl_autoload_call	[#void#]spl_autoload_call(<#string $class_name#>)
spl_autoload_extensions	[#string#]spl_autoload_extensions(<#string $file_extensions#>)
spl_autoload_functions	[#array#]spl_autoload_functions()
spl_autoload_register	[#bool#]spl_autoload_register(<#callback $autoload_function#>)
spl_autoload_unregister	[#bool#]spl_autoload_unregister(<#mixed $autoload_function#>)
spl_autoload	[#void#]spl_autoload(<#string $class_name#>,<#string $file_extensions#>)
spl_classes	[#array#]spl_classes()
split	[#array#]split(<#string $pattern#>,<#string $string#>,<#int $limit#>)
spliti	[#array#]spliti(<#string $pattern#>,<#string $string#>,<#int $limit#>)
spl_object_hash	[#string#]spl_object_hash(<#object $obj#>)
sprintf	[#string#]sprintf(<#string $format#>,<#mixed $args#>,<#mixed $...#>)
sqlite_array_query	[#array#]sqlite_array_query(<#resource $dbhandle#>,<#string $query#>,<#int $result_type#>,<#bool $decode_binary#>)
sqlite_busy_timeout	[#void#]sqlite_busy_timeout(<#resource $dbhandle#>,<#int $milliseconds#>)
sqlite_changes	[#int#]sqlite_changes(<#resource $dbhandle#>)
sqlite_close	[#void#]sqlite_close(<#resource $dbhandle#>)
sqlite_column	[#mixed#]sqlite_column(<#resource $result#>,<#mixed $index_or_name#>,<#bool $decode_binary#>)
sqlite_create_aggregate	[#void#]sqlite_create_aggregate(<#resource $dbhandle#>,<#string $function_name#>,<#callable $step_func#>,<#callable $finalize_func#>,<#int $num_args#>)
sqlite_create_function	[#void#]sqlite_create_function(<#resource $dbhandle#>,<#string $function_name#>,<#callable $callback#>,<#int $num_args#>)
sqlite_current	[#array#]sqlite_current(<#resource $result#>,<#int $result_type#>,<#bool $decode_binary#>)
sqlite_error_string	[#string#]sqlite_error_string(<#int $error_code#>)
sqlite_escape_string	[#string#]sqlite_escape_string(<#string $item#>)
sqlite_exec	[#bool#]sqlite_exec(<#resource $dbhandle#>,<#string $query#>,<#string &$error_msg#>)
sqlite_factory	[#SQLiteDatabase#]sqlite_factory(<#string $filename#>,<#int $mode#>,<#string &$error_message#>)
sqlite_fetch_all	[#array#]sqlite_fetch_all(<#resource $result#>,<#int $result_type#>,<#bool $decode_binary#>)
sqlite_fetch_array	[#array#]sqlite_fetch_array(<#resource $result#>,<#int $result_type#>,<#bool $decode_binary#>)
sqlite_fetch_column_types	[#array#]sqlite_fetch_column_types(<#string $table_name#>,<#resource $dbhandle#>,<#int $result_type#>)
sqlite_fetch_object	[#object#]sqlite_fetch_object(<#resource $result#>,<#string $class_name#>,<#array $ctor_params#>,<#bool $decode_binary#>)
sqlite_fetch_single	[#string#]sqlite_fetch_single(<#resource $result#>,<#bool $decode_binary#>)
sqlite_field_name	[#string#]sqlite_field_name(<#resource $result#>,<#int $field_index#>)
sqlite_has_more	[#bool#]sqlite_has_more(<#resource $result#>)
sqlite_has_prev	[#bool#]sqlite_has_prev(<#resource $result#>)
sqlite_last_error	[#int#]sqlite_last_error(<#resource $dbhandle#>)
sqlite_last_insert_rowid	[#int#]sqlite_last_insert_rowid(<#resource $dbhandle#>)
sqlite_libencoding	[#string#]sqlite_libencoding()
sqlite_libversion	[#string#]sqlite_libversion()
sqlite_next	[#bool#]sqlite_next(<#resource $result#>)
sqlite_num_fields	[#int#]sqlite_num_fields(<#resource $result#>)
sqlite_num_rows	[#int#]sqlite_num_rows(<#resource $result#>)
sqlite_open	[#resource#]sqlite_open(<#string $filename#>,<#int $mode#>,<#string &$error_message#>)
sqlite_popen	[#resource#]sqlite_popen(<#string $filename#>,<#int $mode#>,<#string &$error_message#>)
sqlite_prev	[#bool#]sqlite_prev(<#resource $result#>)
sqlite_query	[#resource#]sqlite_query(<#resource $dbhandle#>,<#string $query#>,<#int $result_type#>,<#string &$error_msg#>)
SQLiteResult::key	[#int#]SQLiteResult::key()
sqlite_rewind	[#bool#]sqlite_rewind(<#resource $result#>)
sqlite_seek	[#bool#]sqlite_seek(<#resource $result#>,<#int $rownum#>)
sqlite_single_query	[#array#]sqlite_single_query(<#resource $db#>,<#string $query#>,<#bool $first_row_only#>,<#bool $decode_binary#>)
sqlite_udf_decode_binary	[#string#]sqlite_udf_decode_binary(<#string $data#>)
sqlite_udf_encode_binary	[#string#]sqlite_udf_encode_binary(<#string $data#>)
sqlite_unbuffered_query	[#resource#]sqlite_unbuffered_query(<#resource $dbhandle#>,<#string $query#>,<#int $result_type#>,<#string &$error_msg#>)
sqlite_valid	[#bool#]sqlite_valid(<#resource $result#>)
sql_regcase	[#string#]sql_regcase(<#string $string#>)
sqlsrv_begin_transaction	[#bool#]sqlsrv_begin_transaction(<#resource $conn#>)
sqlsrv_cancel	[#bool#]sqlsrv_cancel(<#resource $stmt#>)
sqlsrv_client_info	[#array#]sqlsrv_client_info(<#resource $conn#>)
sqlsrv_close	[#bool#]sqlsrv_close(<#resource $conn#>)
sqlsrv_commit	[#bool#]sqlsrv_commit(<#resource $conn#>)
sqlsrv_configure	[#bool#]sqlsrv_configure(<#string $setting#>,<#mixed $value#>)
sqlsrv_connect	[#resource#]sqlsrv_connect(<#string $serverName#>,<#array $connectionInfo#>)
sqlsrv_errors	[#mixed#]sqlsrv_errors(<#int $errorsOrWarnings#>)
sqlsrv_execute	[#bool#]sqlsrv_execute(<#resource $stmt#>)
sqlsrv_fetch_array	[#array#]sqlsrv_fetch_array(<#resource $stmt#>,<#int $fetchType#>,<#int $row#>,<#int $offset#>)
sqlsrv_fetch	[#mixed#]sqlsrv_fetch(<#resource $stmt#>,<#int $row#>,<#int $offset#>)
sqlsrv_fetch_object	[#mixed#]sqlsrv_fetch_object(<#resource $stmt#>,<#string $className#>,<#array $ctorParams#>,<#int $row#>,<#int $offset#>)
sqlsrv_field_metadata	[#mixed#]sqlsrv_field_metadata(<#resource $stmt#>)
sqlsrv_free_stmt	[#bool#]sqlsrv_free_stmt(<#resource $stmt#>)
sqlsrv_get_config	[#mixed#]sqlsrv_get_config(<#string $setting#>)
sqlsrv_get_field	[#mixed#]sqlsrv_get_field(<#resource $stmt#>,<#int $fieldIndex#>,<#int $getAsType#>)
sqlsrv_has_rows	[#bool#]sqlsrv_has_rows(<#resource $stmt#>)
sqlsrv_next_result	[#mixed#]sqlsrv_next_result(<#resource $stmt#>)
sqlsrv_num_fields	[#mixed#]sqlsrv_num_fields(<#resource $stmt#>)
sqlsrv_num_rows	[#mixed#]sqlsrv_num_rows(<#resource $stmt#>)
sqlsrv_prepare	[#mixed#]sqlsrv_prepare(<#resource $conn#>,<#string $sql#>,<#array $params#>,<#array $options#>)
sqlsrv_query	[#mixed#]sqlsrv_query(<#resource $conn#>,<#string $sql#>,<#array $params#>,<#array $options#>)
sqlsrv_rollback	[#bool#]sqlsrv_rollback(<#resource $conn#>)
sqlsrv_rows_affected	[#int#]sqlsrv_rows_affected(<#resource $stmt#>)
sqlsrv_send_stream_data	[#bool#]sqlsrv_send_stream_data(<#resource $stmt#>)
sqlsrv_server_info	[#array#]sqlsrv_server_info(<#resource $conn#>)
sqrt	[#float#]sqrt(<#float $arg#>)
srand	[#void#]srand(<#int $seed#>)
sscanf	[#mixed#]sscanf(<#string $str#>,<#string $format#>,<#mixed &$...#>)
ssdeep_fuzzy_compare	[#int#]ssdeep_fuzzy_compare(<#string $signature1#>,<#string $signature2#>)
ssdeep_fuzzy_hash_filename	[#string#]ssdeep_fuzzy_hash_filename(<#string $file_name#>)
ssdeep_fuzzy_hash	[#string#]ssdeep_fuzzy_hash(<#string $to_hash#>)
ssh2_auth_agent	[#bool#]ssh2_auth_agent(<#resource $session#>,<#string $username#>)
ssh2_auth_hostbased_file	[#bool#]ssh2_auth_hostbased_file(<#resource $session#>,<#string $username#>,<#string $hostname#>,<#string $pubkeyfile#>,<#string $privkeyfile#>,<#string $passphrase#>,<#string $local_username#>)
ssh2_auth_none	[#mixed#]ssh2_auth_none(<#resource $session#>,<#string $username#>)
ssh2_auth_password	[#bool#]ssh2_auth_password(<#resource $session#>,<#string $username#>,<#string $password#>)
ssh2_auth_pubkey_file	[#bool#]ssh2_auth_pubkey_file(<#resource $session#>,<#string $username#>,<#string $pubkeyfile#>,<#string $privkeyfile#>,<#string $passphrase#>)
ssh2_connect	[#resource#]ssh2_connect(<#string $host#>,<#int $port#>,<#array $methods#>,<#array $callbacks#>)
ssh2_exec	[#resource#]ssh2_exec(<#resource $session#>,<#string $command#>,<#string $pty#>,<#array $env#>,<#int $width#>,<#int $height#>,<#int $width_height_type#>)
ssh2_fetch_stream	[#resource#]ssh2_fetch_stream(<#resource $channel#>,<#int $streamid#>)
ssh2_fingerprint	[#string#]ssh2_fingerprint(<#resource $session#>,<#int $flags#>)
ssh2_methods_negotiated	[#array#]ssh2_methods_negotiated(<#resource $session#>)
ssh2_publickey_add	[#bool#]ssh2_publickey_add(<#resource $pkey#>,<#string $algoname#>,<#string $blob#>,<#bool $overwrite#>,<#array $attributes#>)
ssh2_publickey_init	[#resource#]ssh2_publickey_init(<#resource $session#>)
ssh2_publickey_list	[#array#]ssh2_publickey_list(<#resource $pkey#>)
ssh2_publickey_remove	[#bool#]ssh2_publickey_remove(<#resource $pkey#>,<#string $algoname#>,<#string $blob#>)
ssh2_scp_recv	[#bool#]ssh2_scp_recv(<#resource $session#>,<#string $remote_file#>,<#string $local_file#>)
ssh2_scp_send	[#bool#]ssh2_scp_send(<#resource $session#>,<#string $local_file#>,<#string $remote_file#>,<#int $create_mode#>)
ssh2_sftp_chmod	[#bool#]ssh2_sftp_chmod(<#resource $sftp#>,<#string $filename#>,<#int $mode#>)
ssh2_sftp_lstat	[#array#]ssh2_sftp_lstat(<#resource $sftp#>,<#string $path#>)
ssh2_sftp_mkdir	[#bool#]ssh2_sftp_mkdir(<#resource $sftp#>,<#string $dirname#>,<#int $mode#>,<#bool $recursive#>)
ssh2_sftp_readlink	[#string#]ssh2_sftp_readlink(<#resource $sftp#>,<#string $link#>)
ssh2_sftp_realpath	[#string#]ssh2_sftp_realpath(<#resource $sftp#>,<#string $filename#>)
ssh2_sftp_rename	[#bool#]ssh2_sftp_rename(<#resource $sftp#>,<#string $from#>,<#string $to#>)
ssh2_sftp	[#resource#]ssh2_sftp(<#resource $session#>)
ssh2_sftp_rmdir	[#bool#]ssh2_sftp_rmdir(<#resource $sftp#>,<#string $dirname#>)
ssh2_sftp_stat	[#array#]ssh2_sftp_stat(<#resource $sftp#>,<#string $path#>)
ssh2_sftp_symlink	[#bool#]ssh2_sftp_symlink(<#resource $sftp#>,<#string $target#>,<#string $link#>)
ssh2_sftp_unlink	[#bool#]ssh2_sftp_unlink(<#resource $sftp#>,<#string $filename#>)
ssh2_shell	[#resource#]ssh2_shell(<#resource $session#>,<#string $term_type#>,<#array $env#>,<#int $width#>,<#int $height#>,<#int $width_height_type#>)
ssh2_tunnel	[#resource#]ssh2_tunnel(<#resource $session#>,<#string $host#>,<#int $port#>)
stat	[#array#]stat(<#string $filename#>)
stats_absolute_deviation	[#float#]stats_absolute_deviation(<#array $a#>)
stats_cdf_beta	[#float#]stats_cdf_beta(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_binomial	[#float#]stats_cdf_binomial(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_cauchy	[#float#]stats_cdf_cauchy(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_chisquare	[#float#]stats_cdf_chisquare(<#float $par1#>,<#float $par2#>,<#int $which#>)
stats_cdf_exponential	[#float#]stats_cdf_exponential(<#float $par1#>,<#float $par2#>,<#int $which#>)
stats_cdf_f	[#float#]stats_cdf_f(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_gamma	[#float#]stats_cdf_gamma(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_laplace	[#float#]stats_cdf_laplace(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_logistic	[#float#]stats_cdf_logistic(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_negative_binomial	[#float#]stats_cdf_negative_binomial(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_noncentral_chisquare	[#float#]stats_cdf_noncentral_chisquare(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_noncentral_f	[#float#]stats_cdf_noncentral_f(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#float $par4#>,<#int $which#>)
stats_cdf_poisson	[#float#]stats_cdf_poisson(<#float $par1#>,<#float $par2#>,<#int $which#>)
stats_cdf_t	[#float#]stats_cdf_t(<#float $par1#>,<#float $par2#>,<#int $which#>)
stats_cdf_uniform	[#float#]stats_cdf_uniform(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_cdf_weibull	[#float#]stats_cdf_weibull(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_covariance	[#float#]stats_covariance(<#array $a#>,<#array $b#>)
stats_dens_beta	[#float#]stats_dens_beta(<#float $x#>,<#float $a#>,<#float $b#>)
stats_dens_cauchy	[#float#]stats_dens_cauchy(<#float $x#>,<#float $ave#>,<#float $stdev#>)
stats_dens_chisquare	[#float#]stats_dens_chisquare(<#float $x#>,<#float $dfr#>)
stats_dens_exponential	[#float#]stats_dens_exponential(<#float $x#>,<#float $scale#>)
stats_dens_f	[#float#]stats_dens_f(<#float $x#>,<#float $dfr1#>,<#float $dfr2#>)
stats_dens_gamma	[#float#]stats_dens_gamma(<#float $x#>,<#float $shape#>,<#float $scale#>)
stats_dens_laplace	[#float#]stats_dens_laplace(<#float $x#>,<#float $ave#>,<#float $stdev#>)
stats_dens_logistic	[#float#]stats_dens_logistic(<#float $x#>,<#float $ave#>,<#float $stdev#>)
stats_dens_negative_binomial	[#float#]stats_dens_negative_binomial(<#float $x#>,<#float $n#>,<#float $pi#>)
stats_dens_normal	[#float#]stats_dens_normal(<#float $x#>,<#float $ave#>,<#float $stdev#>)
stats_dens_pmf_binomial	[#float#]stats_dens_pmf_binomial(<#float $x#>,<#float $n#>,<#float $pi#>)
stats_dens_pmf_hypergeometric	[#float#]stats_dens_pmf_hypergeometric(<#float $n1#>,<#float $n2#>,<#float $N1#>,<#float $N2#>)
stats_dens_pmf_poisson	[#float#]stats_dens_pmf_poisson(<#float $x#>,<#float $lb#>)
stats_dens_t	[#float#]stats_dens_t(<#float $x#>,<#float $dfr#>)
stats_dens_weibull	[#float#]stats_dens_weibull(<#float $x#>,<#float $a#>,<#float $b#>)
stats_den_uniform	[#float#]stats_den_uniform(<#float $x#>,<#float $a#>,<#float $b#>)
stats_harmonic_mean	[#number#]stats_harmonic_mean(<#array $a#>)
stats_kurtosis	[#float#]stats_kurtosis(<#array $a#>)
stats_rand_gen_beta	[#float#]stats_rand_gen_beta(<#float $a#>,<#float $b#>)
stats_rand_gen_chisquare	[#float#]stats_rand_gen_chisquare(<#float $df#>)
stats_rand_gen_exponential	[#float#]stats_rand_gen_exponential(<#float $av#>)
stats_rand_gen_f	[#float#]stats_rand_gen_f(<#float $dfn#>,<#float $dfd#>)
stats_rand_gen_funiform	[#float#]stats_rand_gen_funiform(<#float $low#>,<#float $high#>)
stats_rand_gen_gamma	[#float#]stats_rand_gen_gamma(<#float $a#>,<#float $r#>)
stats_rand_gen_ibinomial	[#int#]stats_rand_gen_ibinomial(<#int $n#>,<#float $pp#>)
stats_rand_gen_ibinomial_negative	[#int#]stats_rand_gen_ibinomial_negative(<#int $n#>,<#float $p#>)
stats_rand_gen_int	[#int#]stats_rand_gen_int()
stats_rand_gen_ipoisson	[#int#]stats_rand_gen_ipoisson(<#float $mu#>)
stats_rand_gen_iuniform	[#int#]stats_rand_gen_iuniform(<#int $low#>,<#int $high#>)
stats_rand_gen_noncenral_chisquare	[#float#]stats_rand_gen_noncenral_chisquare(<#float $df#>,<#float $xnonc#>)
stats_rand_gen_noncentral_f	[#float#]stats_rand_gen_noncentral_f(<#float $dfn#>,<#float $dfd#>,<#float $xnonc#>)
stats_rand_gen_noncentral_t	[#float#]stats_rand_gen_noncentral_t(<#float $df#>,<#float $xnonc#>)
stats_rand_gen_normal	[#float#]stats_rand_gen_normal(<#float $av#>,<#float $sd#>)
stats_rand_gen_t	[#float#]stats_rand_gen_t(<#float $df#>)
stats_rand_get_seeds	[#array#]stats_rand_get_seeds()
stats_rand_phrase_to_seeds	[#array#]stats_rand_phrase_to_seeds(<#string $phrase#>)
stats_rand_ranf	[#float#]stats_rand_ranf()
stats_rand_setall	[#void#]stats_rand_setall(<#int $iseed1#>,<#int $iseed2#>)
stats_skew	[#float#]stats_skew(<#array $a#>)
stats_standard_deviation	[#float#]stats_standard_deviation(<#array $a#>,<#bool $sample#>)
stats_stat_binomial_coef	[#float#]stats_stat_binomial_coef(<#int $x#>,<#int $n#>)
stats_stat_correlation	[#float#]stats_stat_correlation(<#array $arr1#>,<#array $arr2#>)
stats_stat_gennch	[#float#]stats_stat_gennch(<#int $n#>)
stats_stat_independent_t	[#float#]stats_stat_independent_t(<#array $arr1#>,<#array $arr2#>)
stats_stat_innerproduct	[#float#]stats_stat_innerproduct(<#array $arr1#>,<#array $arr2#>)
stats_stat_noncentral_t	[#float#]stats_stat_noncentral_t(<#float $par1#>,<#float $par2#>,<#float $par3#>,<#int $which#>)
stats_stat_paired_t	[#float#]stats_stat_paired_t(<#array $arr1#>,<#array $arr2#>)
stats_stat_percentile	[#float#]stats_stat_percentile(<#float $df#>,<#float $xnonc#>)
stats_stat_powersum	[#float#]stats_stat_powersum(<#array $arr#>,<#float $power#>)
stats_variance	[#float#]stats_variance(<#array $a#>,<#bool $sample#>)
stomp_connect_error	[#string#]stomp_connect_error()
stomp_version	[#string#]stomp_version()
strcasecmp	[#int#]strcasecmp(<#string $str1#>,<#string $str2#>)
strcmp	[#int#]strcmp(<#string $str1#>,<#string $str2#>)
strcoll	[#int#]strcoll(<#string $str1#>,<#string $str2#>)
strcspn	[#int#]strcspn(<#string $str1#>,<#string $str2#>,<#int $start#>,<#int $length#>)
